rechnung_id,bestell_id,bestelldatum,lieferant,kategorie,material_id,menge,stueckpreis,gesamtbetrag,lieferzeit_tage,anomalie_typ,Flag_DoppelteRechnung,Flag_Preisabweichung,Flag_KnappUnterGrenze,Flag_Auftragssplitting,Flag_Regel,ML_Score,Flag_ML,Erkennungsquelle
INV-100017,PO-500017,2024-08-30,Delta Elektronik,Werkzeuge,MAT-1040,199,46.59,9271.41,16,normal,False,False,False,False,False,0.09968235704251033,False,unauffaellig
INV-100356,PO-500356,2024-11-23,Epsilon Rohstoffe,Bueromaterial,MAT-1072,8,18.57,148.56,10,normal,False,False,False,False,False,0.13003301763003483,False,unauffaellig
INV-100255,PO-500255,2024-03-02,Alpha Components GmbH,Elektronik,MAT-1014,69,164.28,11335.32,3,normal,False,False,False,False,False,0.055998459329256955,False,unauffaellig
INV-100363,PO-500363,2024-04-02,Gamma Logistik AG,Logistik,MAT-1013,24,284.86,6836.64,10,normal,True,False,False,True,True,0.08224183523052586,False,nur Regel
INV-MV-6,PO-900006,2024-03-30,Gamma Logistik AG,Verpackung,MAT-1058,703,4.87,3423.61,58,multivariater_ausreisser,False,True,False,False,True,-0.16875737575166005,True,Regel + ML
INV-100190,PO-500190,2024-01-02,Beta Metalltechnik,Bueromaterial,MAT-1043,159,14.02,2229.18,12,normal,False,False,False,False,False,0.16909058007133365,False,unauffaellig
INV-100381,PO-500381,2024-11-12,Beta Metalltechnik,Bueromaterial,MAT-1074,105,10.28,1079.4,14,normal,False,False,False,False,False,0.18261233546609035,False,unauffaellig
INV-100569,PO-500569,2024-03-01,Beta Metalltechnik,Elektronik,MAT-1045,41,147.06,6029.46,16,normal,False,False,False,False,False,0.12564797613277368,False,unauffaellig
INV-100326,PO-500326,2024-08-06,Theta Werkzeuge,Logistik,MAT-1001,127,317.4,40309.8,12,normal,False,False,False,False,False,0.04195979564838004,False,unauffaellig
INV-100094,PO-500094,2024-02-13,Eta Industriebedarf,Logistik,MAT-1084,160,282.91,45265.6,20,normal,False,False,False,False,False,0.03367458489813102,False,unauffaellig
INV-100180,PO-500180,2024-02-18,Gamma Logistik AG,Logistik,MAT-1034,11,224.98,2474.78,5,normal,False,False,False,False,False,0.028057235166686456,False,unauffaellig
INV-100301,PO-500301,2024-05-27,Beta Metalltechnik,Verpackung,MAT-1080,40,2.85,114.0,23,normal,False,False,False,False,False,0.1003264991428407,False,unauffaellig
INV-100480,PO-500480,2024-03-01,Beta Metalltechnik,Verpackung,MAT-1092,193,2.18,420.74,18,normal,False,False,False,False,False,0.12700772990099268,False,unauffaellig
INV-100436,PO-500436,2024-08-03,Epsilon Rohstoffe,Rohmaterial,MAT-1047,170,6.98,1186.6,14,normal,False,False,False,False,False,0.1652234770644419,False,unauffaellig
INV-100581,PO-500581,2024-10-04,Theta Werkzeuge,Logistik,MAT-1057,165,358.08,59083.2,16,normal,False,False,False,False,False,0.012054291652315752,False,unauffaellig
INV-100488,PO-500488,2024-05-05,Gamma Logistik AG,Werkzeuge,MAT-1032,185,37.62,6959.7,8,normal,False,False,False,False,False,0.11233981760336043,False,unauffaellig
INV-100005,PO-500005,2024-10-11,Eta Industriebedarf,Verpackung,MAT-1019,135,2.44,329.4,16,normal,True,False,False,False,True,0.17030720065466637,False,nur Regel
INV-100045,PO-500045,2024-02-14,Gamma Logistik AG,Rohmaterial,MAT-1050,193,8.97,1731.21,9,normal,False,False,False,False,False,0.13303883616463202,False,unauffaellig
INV-100424,PO-500424,2024-07-17,Zeta Verpackung,Verpackung,MAT-1024,4,1.7,6.8,14,normal,False,False,False,False,False,0.13165268676155445,False,unauffaellig
INV-100465,PO-500465,2024-12-04,Epsilon Rohstoffe,Rohmaterial,MAT-1026,15,7.95,119.25,12,normal,False,False,False,False,False,0.15384835067748287,False,unauffaellig
INV-100500,PO-500500,2024-08-03,Eta Industriebedarf,Bueromaterial,MAT-1052,122,15.26,1861.72,15,normal,False,False,False,False,False,0.17943857519677137,False,unauffaellig
INV-100016,PO-500016,2024-11-30,Gamma Logistik AG,Logistik,MAT-1043,12,329.83,3957.96,11,normal,False,False,False,False,False,0.04836042304981514,False,unauffaellig
INV-100048,PO-500048,2024-07-04,Zeta Verpackung,Bueromaterial,MAT-1031,60,18.01,1080.6,13,normal,False,False,False,False,False,0.17715688728636098,False,unauffaellig
INV-MV-12,PO-900012,2024-07-22,Beta Metalltechnik,Verpackung,MAT-1003,660,6.13,4045.8,56,multivariater_ausreisser,False,True,False,False,True,-0.15692197766871385,True,Regel + ML
INV-100592,PO-500592,2024-05-21,Delta Elektronik,Verpackung,MAT-1006,102,2.11,215.22,19,normal,True,False,False,False,True,0.15513214965720845,False,nur Regel
INV-100003,PO-500003,2024-03-23,Alpha Components GmbH,Werkzeuge,MAT-1055,90,49.68,4471.2,9,normal,False,False,False,False,False,0.15234053063132158,False,unauffaellig
INV-100586,PO-500586,2024-03-07,Delta Elektronik,Bueromaterial,MAT-1056,79,18.54,1464.66,13,normal,False,False,False,False,False,0.17620247549277473,False,unauffaellig
INV-100412,PO-500412,2024-12-16,Gamma Logistik AG,Bueromaterial,MAT-1003,181,17.24,3120.44,16,normal,False,False,False,True,True,0.14830989458484328,False,nur Regel
INV-100316,PO-500316,2024-07-24,Alpha Components GmbH,Bueromaterial,MAT-1035,195,18.55,3617.25,11,normal,False,False,False,False,False,0.1284176710551438,False,unauffaellig
INV-100283,PO-500283,2024-08-28,Gamma Logistik AG,Verpackung,MAT-1055,58,2.18,126.44,10,normal,False,False,False,False,False,0.1668096448373,False,unauffaellig
INV-100433,PO-500433,2024-04-23,Theta Werkzeuge,Bueromaterial,MAT-1096,109,14.83,1616.47,8,normal,False,False,False,False,False,0.15002679899025984,False,unauffaellig
INV-100285,PO-500285,2024-03-19,Eta Industriebedarf,Elektronik,MAT-1056,172,122.44,21059.68,13,normal,False,False,False,False,False,0.10284533072564311,False,unauffaellig
INV-100360,PO-500360,2024-12-28,Zeta Verpackung,Rohmaterial,MAT-1008,184,10.37,1908.08,19,normal,False,False,False,False,False,0.14239168785578382,False,unauffaellig
INV-100225,PO-500225,2024-09-26,Delta Elektronik,Rohmaterial,MAT-1040,147,10.69,1571.43,15,normal,False,False,False,False,False,0.17445356513830318,False,unauffaellig
INV-100026,PO-500026,2024-02-04,Zeta Verpackung,Rohmaterial,MAT-1062,125,10.4,1300.0,14,normal,False,False,False,False,False,0.17630721536646238,False,unauffaellig
INV-100509,PO-500509,2024-03-06,Eta Industriebedarf,Bueromaterial,MAT-1035,1,15.41,15.41,17,normal,False,False,False,False,False,0.10762375721924772,False,unauffaellig
INV-100263,PO-500263,2024-09-25,Alpha Components GmbH,Rohmaterial,MAT-1056,51,7.62,388.62,9,normal,False,False,False,False,False,0.16259994123149746,False,unauffaellig
INV-100050,PO-500050,2024-09-30,Delta Elektronik,Bueromaterial,MAT-1000,22,15.27,335.94,23,normal,False,False,False,False,False,0.09616576473560134,False,unauffaellig
INV-100229,PO-500229,2024-03-13,Beta Metalltechnik,Werkzeuge,MAT-1077,161,5.58,898.38,5,preisanomalie,False,True,False,False,True,0.12264353674414324,False,nur Regel
INV-100037,PO-500037,2024-07-06,Theta Werkzeuge,Rohmaterial,MAT-1025,124,8.58,1063.92,10,normal,False,False,False,False,False,0.16623333028332865,False,unauffaellig
INV-100157,PO-500157,2024-08-26,Gamma Logistik AG,Rohmaterial,MAT-1095,86,10.25,881.5,15,normal,False,False,False,False,False,0.1809611957690868,False,unauffaellig
INV-100237,PO-500237,2024-12-03,Gamma Logistik AG,Verpackung,MAT-1084,190,2.28,433.2,16,normal,False,False,False,False,False,0.14255489719141295,False,unauffaellig
INV-MV-7,PO-900007,2024-01-24,Zeta Verpackung,Rohmaterial,MAT-1037,634,18.7,11855.8,54,multivariater_ausreisser,False,True,False,False,True,-0.1627674298080395,True,Regel + ML
INV-100175,PO-500175,2024-09-15,Gamma Logistik AG,Elektronik,MAT-1073,169,88.0,14872.0,20,normal,False,False,False,False,False,0.08987677018823026,False,unauffaellig
INV-100545,PO-500545,2024-01-19,Eta Industriebedarf,Logistik,MAT-1014,66,392.99,25937.34,19,normal,False,False,False,False,False,0.0002119219705513098,False,unauffaellig
INV-100451,PO-500451,2024-01-06,Alpha Components GmbH,Elektronik,MAT-1045,38,148.07,5626.66,19,normal,False,False,False,False,False,0.10402340845249125,False,unauffaellig
INV-100194,PO-500194,2024-10-07,Beta Metalltechnik,Verpackung,MAT-1033,76,2.61,198.36,16,normal,False,False,False,False,False,0.17238753290529912,False,unauffaellig
INV-100547,PO-500547,2024-10-24,Eta Industriebedarf,Rohmaterial,MAT-1038,8,9.54,76.32,12,normal,False,False,False,False,False,0.14075887811757476,False,unauffaellig
INV-100388,PO-500388,2024-01-23,Theta Werkzeuge,Rohmaterial,MAT-1008,24,7.01,168.24,14,normal,False,False,False,False,False,0.16446417256580143,False,unauffaellig
INV-MV-11,PO-900011,2024-02-08,Eta Industriebedarf,Rohmaterial,MAT-1012,609,16.72,10182.48,57,multivariater_ausreisser,False,True,False,False,True,-0.16196936172650844,True,Regel + ML
INV-100553,PO-500553,2024-02-05,Zeta Verpackung,Verpackung,MAT-1023,51,1.76,89.76,7,normal,False,False,False,True,True,0.13640952239585769,False,nur Regel
INV-100067,PO-500067,2024-04-07,Alpha Components GmbH,Verpackung,MAT-1013,50,2.57,128.5,5,normal,False,False,False,False,False,0.1265419035910091,False,unauffaellig
INV-100382,PO-500382,2024-05-29,Eta Industriebedarf,Rohmaterial,MAT-1079,43,8.62,370.66,5,normal,False,False,False,False,False,0.12347675348845805,False,unauffaellig
INV-100168,PO-500168,2024-02-26,Alpha Components GmbH,Bueromaterial,MAT-1070,38,17.42,661.96,19,normal,False,False,False,False,False,0.14371745160930866,False,unauffaellig
INV-100588,PO-500588,2024-06-30,Delta Elektronik,Werkzeuge,MAT-1030,90,41.08,3697.2,13,normal,False,False,False,False,False,0.16771382502735382,False,unauffaellig
INV-100162,PO-500162,2024-04-15,Alpha Components GmbH,Rohmaterial,MAT-1041,83,1.21,100.43,13,preisanomalie,False,True,False,False,True,0.1710003068397366,False,nur Regel
INV-100309,PO-500309,2024-09-15,Epsilon Rohstoffe,Bueromaterial,MAT-1083,26,18.74,487.24,18,normal,False,False,False,False,False,0.15067132272676692,False,unauffaellig
INV-100193,PO-500193,2024-12-07,Epsilon Rohstoffe,Werkzeuge,MAT-1046,115,85.19,9797.06,18,knapp_unter_grenze,False,True,True,False,True,0.13649812182575072,False,nur Regel
INV-MV-14,PO-900014,2024-03-20,Beta Metalltechnik,Elektronik,MAT-1040,752,239.06,179773.12,49,multivariater_ausreisser,False,True,False,False,True,-0.2320774278149309,True,Regel + ML
INV-100365,PO-500365,2024-08-21,Delta Elektronik,Verpackung,MAT-1078,157,2.73,428.61,19,normal,False,False,False,False,False,0.14954203761370094,False,unauffaellig
INV-100428,PO-500428,2024-07-13,Alpha Components GmbH,Verpackung,MAT-1030,41,2.74,112.34,8,normal,False,False,False,False,False,0.14217477692224845,False,unauffaellig
INV-100152,PO-500152,2024-04-21,Epsilon Rohstoffe,Werkzeuge,MAT-1098,65,49.82,3238.3,17,normal,False,False,False,False,False,0.15590324046864568,False,unauffaellig
INV-100390,PO-500390,2024-06-09,Epsilon Rohstoffe,Verpackung,MAT-1093,176,2.49,438.24,11,normal,False,False,False,False,False,0.14844088796301952,False,unauffaellig
INV-100423,PO-500423,2024-01-17,Alpha Components GmbH,Verpackung,MAT-1035,147,1.85,271.95,11,normal,False,False,False,False,False,0.16054202516629612,False,unauffaellig
INV-100226,PO-500226,2024-09-21,Theta Werkzeuge,Elektronik,MAT-1033,144,123.03,17716.32,13,normal,False,False,False,False,False,0.11016091142592005,False,unauffaellig
INV-100396,PO-500396,2024-12-03,Beta Metalltechnik,Verpackung,MAT-1032,122,2.09,254.98,10,normal,False,False,False,False,False,0.1622683345227135,False,unauffaellig
INV-100519,PO-500519,2024-12-27,Delta Elektronik,Logistik,MAT-1015,177,300.8,53241.6,18,normal,False,False,False,False,False,0.029616097275512843,False,unauffaellig
INV-100103,PO-500103,2024-02-13,Theta Werkzeuge,Werkzeuge,MAT-1013,26,64.51,1677.26,14,normal,False,False,False,False,False,0.13589009227488696,False,unauffaellig
INV-100468,PO-500468,2024-08-08,Alpha Components GmbH,Verpackung,MAT-1022,66,2.66,175.56,14,normal,False,False,False,False,False,0.17809275798604496,False,unauffaellig
INV-100074,PO-500074,2024-12-16,Theta Werkzeuge,Werkzeuge,MAT-1016,187,44.33,8289.71,21,normal,False,False,False,True,True,0.09384556329589472,False,nur Regel
INV-100506,PO-500506,2024-12-26,Theta Werkzeuge,Bueromaterial,MAT-1031,1,18.5,18.5,17,normal,False,False,False,False,False,0.10585285034573111,False,unauffaellig
INV-MV-10,PO-900010,2024-06-16,Zeta Verpackung,Logistik,MAT-1052,402,627.03,252066.06,48,multivariater_ausreisser,False,True,False,False,True,-0.24600322319870238,True,Regel + ML
INV-100119,PO-500119,2024-02-21,Epsilon Rohstoffe,Werkzeuge,MAT-1044,130,58.36,7586.8,11,normal,False,False,False,False,False,0.14449728235826603,False,unauffaellig
INV-100464,PO-500464,2024-10-28,Epsilon Rohstoffe,Werkzeuge,MAT-1078,33,48.8,1610.4,18,normal,False,False,False,False,False,0.13048036486548176,False,unauffaellig
INV-SPLIT-0-0,PO-700000,2024-12-30,Gamma Logistik AG,Elektronik,MAT-1042,57,130.64,7446.32,16,auftragssplitting,False,False,False,True,True,0.14212092013083483,False,nur Regel
INV-DUP-10,PO-500199,2024-04-19,Gamma Logistik AG,Verpackung,MAT-1076,27,2.5,67.5,13,doppelte_rechnung,True,False,False,False,True,0.16168381879243665,False,nur Regel
INV-100207,PO-500207,2024-03-30,Theta Werkzeuge,Rohmaterial,MAT-1071,37,8.83,326.71,19,normal,True,False,False,False,True,0.15223978894237333,False,nur Regel
INV-100536,PO-500536,2024-03-10,Theta Werkzeuge,Verpackung,MAT-1005,65,2.77,180.05,17,normal,False,False,False,False,False,0.16688659466968975,False,unauffaellig
INV-100421,PO-500421,2024-08-28,Beta Metalltechnik,Werkzeuge,MAT-1072,161,53.72,8648.92,8,normal,False,False,False,False,False,0.12696211601227225,False,unauffaellig
INV-100407,PO-500407,2024-10-02,Delta Elektronik,Rohmaterial,MAT-1084,32,8.0,256.0,4,normal,False,False,False,False,False,0.10785202987223241,False,unauffaellig
INV-100529,PO-500529,2024-11-21,Delta Elektronik,Werkzeuge,MAT-1080,94,44.63,4195.22,3,normal,False,False,False,False,False,0.0944318570039046,False,unauffaellig
INV-100008,PO-500008,2024-04-30,Beta Metalltechnik,Verpackung,MAT-1056,26,2.16,56.16,17,normal,False,False,False,False,False,0.14647278229049704,False,unauffaellig
INV-100453,PO-500453,2024-04-07,Eta Industriebedarf,Verpackung,MAT-1050,197,3.14,618.58,10,normal,False,False,False,False,False,0.12266078508582706,False,unauffaellig
INV-100036,PO-500036,2024-06-16,Eta Industriebedarf,Werkzeuge,MAT-1096,74,36.79,2722.46,18,normal,True,False,False,False,True,0.15528611974813045,False,nur Regel
INV-100139,PO-500139,2024-01-18,Gamma Logistik AG,Logistik,MAT-1010,190,198.86,37783.4,15,normal,False,False,False,False,False,0.015609028443217321,False,unauffaellig
INV-100253,PO-500253,2024-07-13,Gamma Logistik AG,Bueromaterial,MAT-1006,62,13.92,863.04,16,normal,False,False,False,False,False,0.17580843527563184,False,unauffaellig
INV-100303,PO-500303,2024-01-14,Beta Metalltechnik,Werkzeuge,MAT-1053,73,49.28,3597.44,8,normal,False,False,False,False,False,0.14242185018941045,False,unauffaellig
INV-100517,PO-500517,2024-01-09,Theta Werkzeuge,Bueromaterial,MAT-1005,60,13.48,808.8,9,normal,False,False,False,False,False,0.16084748734912624,False,unauffaellig
INV-100467,PO-500467,2024-05-18,Delta Elektronik,Elektronik,MAT-1038,182,87.85,15988.7,3,normal,False,False,False,False,False,0.041597988567037,False,unauffaellig
INV-100368,PO-500368,2024-02-28,Theta Werkzeuge,Werkzeuge,MAT-1010,26,47.83,1243.58,18,normal,False,False,False,False,False,0.12735399465480474,False,unauffaellig
INV-100059,PO-500059,2024-01-20,Delta Elektronik,Elektronik,MAT-1059,166,125.8,20882.8,19,normal,False,False,False,False,False,0.08475946212311958,False,unauffaellig
INV-100111,PO-500111,2024-06-29,Alpha Components GmbH,Logistik,MAT-1011,77,248.91,19166.07,17,normal,False,False,False,False,False,0.07399487432794616,False,unauffaellig
INV-100422,PO-500422,2024-07-23,Gamma Logistik AG,Bueromaterial,MAT-1092,190,9.51,1806.9,21,normal,False,False,False,False,False,0.12086387076255961,False,unauffaellig
INV-100434,PO-500434,2024-05-17,Beta Metalltechnik,Elektronik,MAT-1072,74,138.31,10234.94,9,normal,False,False,False,False,False,0.12260073290862517,False,unauffaellig
INV-100425,PO-500425,2024-09-16,Alpha Components GmbH,Werkzeuge,MAT-1010,45,29.39,1322.55,10,normal,False,False,False,False,False,0.15241438461029433,False,unauffaellig
INV-100262,PO-500262,2024-06-14,Beta Metalltechnik,Bueromaterial,MAT-1061,195,7.65,1491.75,12,normal,False,False,False,False,False,0.14204770267593042,False,unauffaellig
INV-100541,PO-500541,2024-02-06,Alpha Components GmbH,Werkzeuge,MAT-1027,155,36.34,5632.7,12,normal,False,False,False,False,False,0.15057972559673571,False,unauffaellig
INV-100297,PO-500297,2024-11-15,Alpha Components GmbH,Bueromaterial,MAT-1002,146,16.7,2438.2,15,normal,False,False,False,True,True,0.17199183024997117,False,nur Regel
INV-100150,PO-500150,2024-06-13,Delta Elektronik,Bueromaterial,MAT-1088,127,18.64,2367.28,13,normal,False,False,False,False,False,0.17347457342787115,False,unauffaellig
INV-100266,PO-500266,2024-02-27,Delta Elektronik,Elektronik,MAT-1075,165,100.95,16656.75,16,normal,False,False,False,False,False,0.11548754184139343,False,unauffaellig
INV-MV-5,PO-900005,2024-01-17,Delta Elektronik,Verpackung,MAT-1043,644,5.88,3786.72,53,multivariater_ausreisser,False,True,False,False,True,-0.15030330585521667,True,Regel + ML
INV-100359,PO-500359,2024-12-24,Beta Metalltechnik,Bueromaterial,MAT-1041,27,12.81,345.87,15,normal,False,False,False,False,False,0.1648590146725385,False,unauffaellig
INV-100572,PO-500572,2024-11-01,Zeta Verpackung,Werkzeuge,MAT-1052,190,49.08,9325.2,13,normal,False,False,False,True,True,0.12105064106703378,False,nur Regel
INV-100038,PO-500038,2024-04-19,Delta Elektronik,Rohmaterial,MAT-1096,33,7.32,241.56,14,normal,False,False,False,False,False,0.16960532975476816,False,unauffaellig
INV-100127,PO-500127,2024-07-01,Eta Industriebedarf,Werkzeuge,MAT-1053,117,32.56,3809.52,9,normal,False,False,False,True,True,0.15002478759860632,False,nur Regel
INV-100416,PO-500416,2024-12-22,Gamma Logistik AG,Bueromaterial,MAT-1011,111,68.05,7553.55,15,preisanomalie,False,True,False,True,True,0.15753941949877986,False,nur Regel
INV-100307,PO-500307,2024-06-11,Theta Werkzeuge,Bueromaterial,MAT-1006,158,14.24,2249.92,5,normal,False,False,False,False,False,0.12752885349436616,False,unauffaellig
INV-100198,PO-500198,2024-03-30,Zeta Verpackung,Elektronik,MAT-1067,96,17.04,1635.84,4,preisanomalie,False,True,False,False,True,0.11595636108559282,False,nur Regel
INV-100351,PO-500351,2024-10-23,Theta Werkzeuge,Logistik,MAT-1026,45,346.29,15583.05,12,normal,False,False,False,False,False,0.05698309479098257,False,unauffaellig
INV-100426,PO-500426,2024-03-06,Alpha Components GmbH,Werkzeuge,MAT-1086,121,23.44,2836.24,6,normal,False,False,False,False,False,0.13438344229033267,False,unauffaellig
INV-100146,PO-500146,2024-06-04,Eta Industriebedarf,Logistik,MAT-1053,69,210.34,14513.46,14,normal,False,False,False,False,False,0.10892915458111796,False,unauffaellig
INV-DUP-4,PO-500400,2024-12-17,Epsilon Rohstoffe,Logistik,MAT-1064,185,219.19,40550.15,21,doppelte_rechnung,True,False,False,False,True,0.0025801345355602745,False,nur Regel
INV-MV-9,PO-900009,2024-12-08,Theta Werkzeuge,Logistik,MAT-1043,509,678.78,345499.02,47,multivariater_ausreisser,False,True,False,False,True,-0.2675768638764857,True,Regel + ML
INV-100419,PO-500419,2024-01-27,Delta Elektronik,Werkzeuge,MAT-1080,77,34.15,2629.55,15,normal,False,False,False,False,False,0.16968990796523314,False,unauffaellig
INV-100574,PO-500574,2024-04-20,Theta Werkzeuge,Logistik,MAT-1092,133,199.25,26500.25,3,normal,False,False,False,False,False,0.007516010047027288,False,unauffaellig
INV-100147,PO-500147,2024-02-19,Alpha Components GmbH,Bueromaterial,MAT-1057,107,13.99,1496.93,5,normal,False,False,False,False,False,0.13140061536400433,False,unauffaellig
INV-100503,PO-500503,2024-11-20,Zeta Verpackung,Logistik,MAT-1076,99,237.36,23498.64,9,normal,False,False,False,False,False,0.06324534288515815,False,unauffaellig
INV-100348,PO-500348,2024-08-17,Theta Werkzeuge,Logistik,MAT-1043,54,381.83,20618.82,9,normal,False,False,False,False,False,0.009367079743922258,False,unauffaellig
INV-100325,PO-500325,2024-01-25,Zeta Verpackung,Verpackung,MAT-1059,194,2.23,432.62,21,normal,False,False,False,False,False,0.1048874848565941,False,unauffaellig
INV-100469,PO-500469,2024-12-04,Alpha Components GmbH,Rohmaterial,MAT-1050,70,9.53,667.1,11,normal,False,False,False,False,False,0.17467370871591276,False,unauffaellig
INV-100123,PO-500123,2024-11-03,Eta Industriebedarf,Verpackung,MAT-1063,168,1.83,307.44,13,normal,False,False,False,False,False,0.16029435299853734,False,unauffaellig
INV-100546,PO-500546,2024-05-19,Epsilon Rohstoffe,Elektronik,MAT-1098,75,105.58,7918.5,6,normal,False,False,False,False,False,0.10905437786118544,False,unauffaellig
INV-100096,PO-500096,2024-06-12,Beta Metalltechnik,Werkzeuge,MAT-1081,126,36.63,4615.38,9,normal,False,False,False,True,True,0.14332423948286194,False,nur Regel
INV-100143,PO-500143,2024-09-02,Gamma Logistik AG,Elektronik,MAT-1023,122,109.71,13384.62,1,normal,False,False,False,False,False,0.03950086623899185,False,unauffaellig
INV-100239,PO-500239,2024-08-23,Zeta Verpackung,Verpackung,MAT-1028,121,3.09,373.89,14,normal,False,False,False,False,False,0.17736001636496412,False,unauffaellig
INV-100394,PO-500394,2024-06-14,Zeta Verpackung,Rohmaterial,MAT-1065,62,9.34,579.08,10,normal,False,False,False,True,True,0.17312961038900399,False,nur Regel
INV-100452,PO-500452,2024-02-25,Theta Werkzeuge,Werkzeuge,MAT-1029,65,32.35,2102.75,13,normal,False,False,False,False,False,0.17311505675460348,False,unauffaellig
INV-100097,PO-500097,2024-09-16,Epsilon Rohstoffe,Logistik,MAT-1098,20,278.52,5570.4,7,normal,False,False,False,False,False,0.05991159870267243,False,unauffaellig
INV-100371,PO-500371,2024-07-31,Eta Industriebedarf,Rohmaterial,MAT-1039,101,7.82,789.82,10,normal,False,False,False,False,False,0.16850918408676568,False,unauffaellig
INV-100324,PO-500324,2024-04-11,Theta Werkzeuge,Elektronik,MAT-1009,102,109.0,11118.0,19,normal,False,False,False,False,False,0.12038739962052208,False,unauffaellig
INV-100279,PO-500279,2024-08-01,Delta Elektronik,Verpackung,MAT-1012,159,2.63,418.17,16,normal,False,False,False,False,False,0.1655815174681597,False,unauffaellig
INV-100293,PO-500293,2024-03-09,Theta Werkzeuge,Bueromaterial,MAT-1059,170,13.02,2213.4,14,normal,True,False,False,False,True,0.16705456596145074,False,nur Regel
INV-100254,PO-500254,2024-11-06,Eta Industriebedarf,Rohmaterial,MAT-1009,1,6.88,6.88,12,normal,False,False,False,False,False,0.11703599378735419,False,unauffaellig
INV-100400,PO-500400,2024-12-16,Epsilon Rohstoffe,Logistik,MAT-1064,185,219.19,40550.15,21,normal,True,False,False,False,True,0.0025801345355602745,False,nur Regel
INV-100122,PO-500122,2024-12-29,Epsilon Rohstoffe,Rohmaterial,MAT-1072,59,7.19,424.21,10,normal,False,False,False,False,False,0.1743164739892742,False,unauffaellig
INV-100183,PO-500183,2024-07-25,Gamma Logistik AG,Verpackung,MAT-1075,152,3.01,457.52,7,normal,False,False,False,False,False,0.13752423667366942,False,unauffaellig
INV-100202,PO-500202,2024-05-26,Epsilon Rohstoffe,Logistik,MAT-1052,169,250.02,42253.38,14,normal,False,False,False,False,False,0.04992617427534357,False,unauffaellig
INV-100438,PO-500438,2024-04-23,Alpha Components GmbH,Logistik,MAT-1041,135,245.45,33135.75,14,normal,False,False,False,False,False,0.06283714041388172,False,unauffaellig
INV-100323,PO-500323,2024-02-09,Epsilon Rohstoffe,Rohmaterial,MAT-1049,164,6.61,1084.04,15,normal,False,False,False,False,False,0.16811180140472798,False,unauffaellig
INV-100246,PO-500246,2024-07-29,Beta Metalltechnik,Verpackung,MAT-1015,23,1.88,43.24,11,normal,False,False,False,False,False,0.14981712091281113,False,unauffaellig
INV-100415,PO-500415,2024-06-11,Alpha Components GmbH,Elektronik,MAT-1022,197,82.57,16266.29,14,normal,False,False,False,False,False,0.07835920028187576,False,unauffaellig
INV-100501,PO-500501,2024-03-19,Beta Metalltechnik,Bueromaterial,MAT-1086,142,15.45,2193.9,15,normal,False,False,False,False,False,0.1751629591566921,False,unauffaellig
INV-100487,PO-500487,2024-12-02,Theta Werkzeuge,Verpackung,MAT-1008,154,2.75,423.5,28,normal,False,False,False,True,True,0.03754827908748992,False,nur Regel
INV-100538,PO-500538,2024-05-03,Delta Elektronik,Elektronik,MAT-1083,41,127.72,5236.52,11,normal,False,False,False,False,False,0.12899757699419478,False,unauffaellig
INV-100567,PO-500567,2024-09-11,Eta Industriebedarf,Logistik,MAT-1085,53,197.31,10457.43,12,normal,False,False,False,False,False,0.11714113061094833,False,unauffaellig
INV-100571,PO-500571,2024-02-02,Gamma Logistik AG,Elektronik,MAT-1040,99,98.37,9738.63,17,normal,False,False,True,False,True,0.14119632373578045,False,nur Regel
INV-SPLIT-3-1,PO-700010,2024-11-30,Delta Elektronik,Logistik,MAT-1008,119,66.76,7944.63,15,auftragssplitting,False,True,False,True,True,0.15749660553867273,False,nur Regel
INV-100125,PO-500125,2024-11-04,Gamma Logistik AG,Verpackung,MAT-1048,186,2.77,515.22,15,normal,False,False,False,False,False,0.14983619012384541,False,unauffaellig
INV-100402,PO-500402,2024-12-19,Theta Werkzeuge,Verpackung,MAT-1051,99,2.99,296.01,15,normal,False,False,False,False,False,0.17671511253330618,False,unauffaellig
INV-100511,PO-500511,2024-05-27,Zeta Verpackung,Bueromaterial,MAT-1008,6,11.73,70.38,14,normal,False,False,False,False,False,0.14148280679662306,False,unauffaellig
INV-100495,PO-500495,2024-07-13,Theta Werkzeuge,Werkzeuge,MAT-1077,138,36.87,5088.06,14,normal,False,False,False,False,False,0.1589381418091284,False,unauffaellig
INV-100223,PO-500223,2024-11-04,Epsilon Rohstoffe,Verpackung,MAT-1004,197,2.79,549.63,6,normal,False,False,False,False,False,0.0978256203203931,False,unauffaellig
INV-100342,PO-500342,2024-08-17,Zeta Verpackung,Elektronik,MAT-1002,186,152.8,28420.8,7,normal,False,False,False,False,False,0.02490543859685701,False,unauffaellig
INV-100053,PO-500053,2024-08-09,Theta Werkzeuge,Logistik,MAT-1086,153,290.24,44406.72,25,normal,False,False,False,False,False,-0.01453652062301758,True,nur ML
INV-100219,PO-500219,2024-04-12,Theta Werkzeuge,Werkzeuge,MAT-1006,56,31.35,1755.6,18,normal,False,False,False,False,False,0.15580256398020653,False,unauffaellig
INV-100129,PO-500129,2024-01-10,Epsilon Rohstoffe,Rohmaterial,MAT-1092,52,9.11,473.72,16,normal,False,False,False,False,False,0.1756865512822534,False,unauffaellig
INV-100587,PO-500587,2024-07-28,Delta Elektronik,Logistik,MAT-1046,148,349.63,51745.24,18,normal,False,False,False,False,False,0.019312253491677978,False,unauffaellig
